record_id,rna_id,source_model,condition,sequence_length,gt_pair_count,original_predicted_pair_count,refined_predicted_pair_count,tp_before,fp_before,fn_before,tp,fp,fn,precision,recall,f1,delta_precision,delta_recall,delta_f1,modified_pair_count,beneficial_edit_count,harmful_edit_count,beneficial_edit_fraction,harmful_edit_fraction,correct_pair_preservation_rate
legacy121_v1__1k6h_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1K6H_22_hp_nmr_A,trrosettarna2_native_ss,ORIGINAL,22,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1k6h_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1K6H_22_hp_nmr_A,trrosettarna2_native_ss,R1,22,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1k6h_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1K6H_22_hp_nmr_A,trrosettarna2_native_ss,R2,22,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1k6h_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1K6H_22_hp_nmr_A,trrosettarna2_native_ss,R3,22,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1k6h_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1K6H_22_hp_nmr_A,trrosettarna2_native_ss,R1_R2,22,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1k6h_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1K6H_22_hp_nmr_A,trrosettarna2_native_ss,R1_R3,22,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,petfold,ORIGINAL,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,petfold,R1,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,petfold,R2,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,petfold,R3,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,petfold,R1_R2,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,petfold,R1_R3,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,rnafold,ORIGINAL,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,rnafold,R1,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,rnafold,R2,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,rnafold,R3,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,rnafold,R1_R2,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,rnafold,R1_R3,30,10,10,10,10,0,0,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,trrosettarna2_native_ss,ORIGINAL,30,10,12,12,10,2,0,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,trrosettarna2_native_ss,R1,30,10,12,12,10,2,0,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,trrosettarna2_native_ss,R2,30,10,12,12,10,2,0,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,trrosettarna2_native_ss,R3,30,10,12,12,10,2,0,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,trrosettarna2_native_ss,R1_R2,30,10,12,12,10,2,0,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1ldz_30_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1LDZ_30_hpbulge_nmr_A,trrosettarna2_native_ss,R1_R3,30,10,12,12,10,2,0,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1M82_25_hp_nmr_A,petfold,ORIGINAL,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1M82_25_hp_nmr_A,petfold,R1,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1M82_25_hp_nmr_A,petfold,R2,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1M82_25_hp_nmr_A,petfold,R3,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1M82_25_hp_nmr_A,petfold,R1_R2,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1M82_25_hp_nmr_A,petfold,R1_R3,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1M82_25_hp_nmr_A,rnafold,ORIGINAL,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1M82_25_hp_nmr_A,rnafold,R1,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1M82_25_hp_nmr_A,rnafold,R2,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1M82_25_hp_nmr_A,rnafold,R3,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1M82_25_hp_nmr_A,rnafold,R1_R2,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1M82_25_hp_nmr_A,rnafold,R1_R3,25,9,10,10,9,1,0,9,1,0,0.9,1.0,0.9473684210526315,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1M82_25_hp_nmr_A,trrosettarna2_native_ss,ORIGINAL,25,9,11,11,9,2,0,9,2,0,0.8181818181818182,1.0,0.9,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1M82_25_hp_nmr_A,trrosettarna2_native_ss,R1,25,9,11,11,9,2,0,9,2,0,0.8181818181818182,1.0,0.9,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1M82_25_hp_nmr_A,trrosettarna2_native_ss,R2,25,9,11,11,9,2,0,9,2,0,0.8181818181818182,1.0,0.9,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1M82_25_hp_nmr_A,trrosettarna2_native_ss,R3,25,9,11,11,9,2,0,9,2,0,0.8181818181818182,1.0,0.9,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1M82_25_hp_nmr_A,trrosettarna2_native_ss,R1_R2,25,9,11,11,9,2,0,9,2,0,0.8181818181818182,1.0,0.9,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1M82_25_hp_nmr_A,trrosettarna2_native_ss,R1_R3,25,9,11,11,9,2,0,9,2,0,0.8181818181818182,1.0,0.9,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1MT4_24_hp_nmr_A,petfold,ORIGINAL,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1MT4_24_hp_nmr_A,petfold,R1,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1MT4_24_hp_nmr_A,petfold,R2,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1MT4_24_hp_nmr_A,petfold,R3,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1MT4_24_hp_nmr_A,petfold,R1_R2,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1MT4_24_hp_nmr_A,petfold,R1_R3,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1MT4_24_hp_nmr_A,rnafold,ORIGINAL,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1MT4_24_hp_nmr_A,rnafold,R1,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1MT4_24_hp_nmr_A,rnafold,R2,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1MT4_24_hp_nmr_A,rnafold,R3,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1MT4_24_hp_nmr_A,rnafold,R1_R2,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1MT4_24_hp_nmr_A,rnafold,R1_R3,24,8,8,8,8,0,0,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1MT4_24_hp_nmr_A,trrosettarna2_native_ss,ORIGINAL,24,8,10,10,8,2,0,8,2,0,0.8,1.0,0.8888888888888888,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1MT4_24_hp_nmr_A,trrosettarna2_native_ss,R1,24,8,10,9,8,2,0,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.0888888888888888,0.0,0.05228758169934644,1,1,0,1.0,0.0,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1MT4_24_hp_nmr_A,trrosettarna2_native_ss,R2,24,8,10,10,8,2,0,8,2,0,0.8,1.0,0.8888888888888888,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1MT4_24_hp_nmr_A,trrosettarna2_native_ss,R3,24,8,10,10,8,2,0,8,2,0,0.8,1.0,0.8888888888888888,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1MT4_24_hp_nmr_A,trrosettarna2_native_ss,R1_R2,24,8,10,9,8,2,0,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.0888888888888888,0.0,0.05228758169934644,1,1,0,1.0,0.0,1.0
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1MT4_24_hp_nmr_A,trrosettarna2_native_ss,R1_R3,24,8,10,9,8,2,0,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.0888888888888888,0.0,0.05228758169934644,1,1,0,1.0,0.0,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,petfold,ORIGINAL,55,19,18,18,18,0,1,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,petfold,R1,55,19,18,18,18,0,1,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,petfold,R2,55,19,18,16,18,0,1,16,0,3,1.0,0.8421052631578947,0.9142857142857143,0.0,-0.10526315789473684,-0.05868725868725877,2,0,2,0.0,1.0,0.8888888888888888
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,petfold,R3,55,19,18,18,18,0,1,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,petfold,R1_R2,55,19,18,16,18,0,1,16,0,3,1.0,0.8421052631578947,0.9142857142857143,0.0,-0.10526315789473684,-0.05868725868725877,2,0,2,0.0,1.0,0.8888888888888888
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,petfold,R1_R3,55,19,18,18,18,0,1,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,rnafold,ORIGINAL,55,19,19,19,19,0,0,19,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,rnafold,R1,55,19,19,18,19,0,0,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.0,-0.052631578947368474,-0.027027027027026973,1,0,1,0.0,1.0,0.9473684210526315
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,rnafold,R2,55,19,19,17,19,0,0,17,0,2,1.0,0.8947368421052632,0.9444444444444444,0.0,-0.10526315789473684,-0.05555555555555558,2,0,2,0.0,1.0,0.8947368421052632
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,rnafold,R3,55,19,19,19,19,0,0,19,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,rnafold,R1_R2,55,19,19,16,19,0,0,16,0,3,1.0,0.8421052631578947,0.9142857142857143,0.0,-0.1578947368421053,-0.08571428571428574,3,0,3,0.0,1.0,0.8421052631578947
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,rnafold,R1_R3,55,19,19,18,19,0,0,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.0,-0.052631578947368474,-0.027027027027026973,1,0,1,0.0,1.0,0.9473684210526315
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,trrosettarna2_native_ss,ORIGINAL,55,19,24,24,15,9,4,15,9,4,0.625,0.7894736842105263,0.6976744186046512,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,trrosettarna2_native_ss,R1,55,19,24,23,15,9,4,15,8,4,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.02717391304347827,0.0,0.01661129568106312,1,1,0,1.0,0.0,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,trrosettarna2_native_ss,R2,55,19,24,24,15,9,4,15,9,4,0.625,0.7894736842105263,0.6976744186046512,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,trrosettarna2_native_ss,R3,55,19,24,24,15,9,4,15,9,4,0.625,0.7894736842105263,0.6976744186046512,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,trrosettarna2_native_ss,R1_R2,55,19,24,23,15,9,4,15,8,4,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.02717391304347827,0.0,0.01661129568106312,1,1,0,1.0,0.0,1.0
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,trrosettarna2_native_ss,R1_R3,55,19,24,23,15,9,4,15,8,4,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.02717391304347827,0.0,0.01661129568106312,1,1,0,1.0,0.0,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,petfold,ORIGINAL,77,23,24,24,22,2,1,22,2,1,0.9166666666666666,0.9565217391304348,0.9361702127659575,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,petfold,R1,77,23,24,24,22,2,1,22,2,1,0.9166666666666666,0.9565217391304348,0.9361702127659575,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,petfold,R2,77,23,24,22,22,2,1,20,2,3,0.9090909090909091,0.8695652173913043,0.8888888888888888,-0.007575757575757569,-0.08695652173913049,-0.047281323877068626,2,0,2,0.0,1.0,0.9090909090909091
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,petfold,R3,77,23,24,24,22,2,1,22,2,1,0.9166666666666666,0.9565217391304348,0.9361702127659575,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,petfold,R1_R2,77,23,24,22,22,2,1,20,2,3,0.9090909090909091,0.8695652173913043,0.8888888888888888,-0.007575757575757569,-0.08695652173913049,-0.047281323877068626,2,0,2,0.0,1.0,0.9090909090909091
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,petfold,R1_R3,77,23,24,24,22,2,1,22,2,1,0.9166666666666666,0.9565217391304348,0.9361702127659575,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,rnafold,ORIGINAL,77,23,25,25,23,2,0,23,2,0,0.92,1.0,0.9583333333333334,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,rnafold,R1,77,23,25,24,23,2,0,22,2,1,0.9166666666666666,0.9565217391304348,0.9361702127659575,-0.0033333333333334103,-0.04347826086956519,-0.022163120567375905,1,0,1,0.0,1.0,0.9565217391304348
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,rnafold,R2,77,23,25,23,23,2,0,21,2,2,0.9130434782608695,0.9130434782608695,0.9130434782608695,-0.006956521739130528,-0.08695652173913049,-0.04528985507246386,2,0,2,0.0,1.0,0.9130434782608695
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,rnafold,R3,77,23,25,25,23,2,0,23,2,0,0.92,1.0,0.9583333333333334,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,rnafold,R1_R2,77,23,25,22,23,2,0,20,2,3,0.9090909090909091,0.8695652173913043,0.8888888888888888,-0.01090909090909098,-0.13043478260869568,-0.06944444444444453,3,0,3,0.0,1.0,0.8695652173913043
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,rnafold,R1_R3,77,23,25,24,23,2,0,22,2,1,0.9166666666666666,0.9565217391304348,0.9361702127659575,-0.0033333333333334103,-0.04347826086956519,-0.022163120567375905,1,0,1,0.0,1.0,0.9565217391304348
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,trrosettarna2_native_ss,ORIGINAL,77,23,31,31,23,8,0,23,8,0,0.7419354838709677,1.0,0.8518518518518519,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,trrosettarna2_native_ss,R1,77,23,31,31,23,8,0,23,8,0,0.7419354838709677,1.0,0.8518518518518519,0.0,0.0,0.0,0,0,0,,,1.0
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,trrosettarna2_native_ss,R2,77,23,31,31,23,8,0,23,8,0,0.7419354838709677,1.0,0.8518518518518519,0.0,0.0,0.0,0,0,0,,,1.0
