record_id,rna_id,source_model,status,sequence_length,gt_pair_count,predicted_pair_count,pair_scores_available,raw_pair_score_path,raw_pair_score_sha256,raw_pair_score_sha256_after,raw_pair_score_unchanged,normalized_pair_score_path,normalized_pair_score_sha256,normalized_pair_score_size_bytes,score_shape,score_dtype,diagonal_nonzero_count_before,diagonal_min_before,diagonal_max_before,max_asymmetry_before,min_score_before,max_score_before,diagonal_nonzero_count_after,max_asymmetry_after,min_score_after,max_score_after,max_off_diagonal_absolute_change,warnings,failure_reason
legacy121_v1__1uuu_19_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1UUU_19_hp_nmr_A,petfold,valid,19,6,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1uuu_19_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,valid,19,6,7,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1UUU_19_hp_nmr_A/1UUU_19_hp_nmr_A_ss_prob.npz,f062b04e5021fefead9257c20571248cb42e19430165c30f2ee004e2fd4fb3d3,f062b04e5021fefead9257c20571248cb42e19430165c30f2ee004e2fd4fb3d3,true,pair_scores/legacy121_v1__1uuu_19_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,dfa970097034a0b8c2f4684faf8910f0bba618964764f1c3a5593802125688b0,1206,19x19,float32,19,1.013371957014897e-06,1.517669034001301e-06,0.0,9.756925010151463e-07,0.9999825358390808,0,0.0,0.0,0.9999825358390808,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1xwu_16_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1XWU_16_hp_nmr_A,rnafold,valid,16,5,4,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1xwu_16_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1XWU_16_hp_nmr_A,petfold,valid,16,5,4,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1xwu_16_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1XWU_16_hp_nmr_A,trrosettarna2_native_ss,valid,16,5,7,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1XWU_16_hp_nmr_A/1XWU_16_hp_nmr_A_ss_prob.npz,c7d0dd14eecb4b3b605914366c7a35538dad80c32964f850264dc017caca9c78,c7d0dd14eecb4b3b605914366c7a35538dad80c32964f850264dc017caca9c78,true,pair_scores/legacy121_v1__1xwu_16_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,06ee3b7f728a4057437a1cbbf1d2f7346afc766ec761575b317fd3b4f4d05efc,921,16x16,float32,16,1.048015292326454e-06,2.5693657335068565e-06,0.0,9.643844123274903e-07,0.9999794960021973,0,0.0,0.0,0.9999794960021973,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1ylg_31_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1YLG_31_hp_nmr_A,rnafold,valid,31,10,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1ylg_31_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1YLG_31_hp_nmr_A,petfold,valid,31,10,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1ylg_31_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1YLG_31_hp_nmr_A,trrosettarna2_native_ss,valid,31,10,13,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1YLG_31_hp_nmr_A/1YLG_31_hp_nmr_A_ss_prob.npz,b74687c55b3306ea2b32c2d66de082bde140b698d1c7cb0b9117696b8df16f8b,b74687c55b3306ea2b32c2d66de082bde140b698d1c7cb0b9117696b8df16f8b,true,pair_scores/legacy121_v1__1ylg_31_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,6df953d5f04997b52002c0ad62ba8054b4542ef4be04663375324359c4ac96f7,2813,31x31,float32,31,9.956446547221276e-07,9.106230208999477e-06,0.0,9.665247944212751e-07,0.9999827146530151,0,0.0,0.0,0.9999827146530151,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1z31_32_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1Z31_32_hpbulge_nmr_A,rnafold,valid,32,11,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1z31_32_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1Z31_32_hpbulge_nmr_A,petfold,valid,32,11,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1z31_32_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1Z31_32_hpbulge_nmr_A,trrosettarna2_native_ss,valid,32,11,12,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1Z31_32_hpbulge_nmr_A/1Z31_32_hpbulge_nmr_A_ss_prob.npz,39b332cc0c023cd3afa63598f8185c6c38beb9c4efa4cd1d01e29c20507e789f,39b332cc0c023cd3afa63598f8185c6c38beb9c4efa4cd1d01e29c20507e789f,true,pair_scores/legacy121_v1__1z31_32_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,b3d48e1cfa51db80afff98881170dea235befb249c21288f9acbb735a4f6b28e,3003,32x32,float32,32,9.821902722251252e-07,4.79225627714186e-06,0.0,9.76057663137908e-07,0.9999825358390808,0,0.0,0.0,0.9999825358390808,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2aht_27_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2AHT_27_hp_nmr_A,rnafold,valid,27,10,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2aht_27_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2AHT_27_hp_nmr_A,petfold,valid,27,10,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2aht_27_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2AHT_27_hp_nmr_A,trrosettarna2_native_ss,valid,27,10,12,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2AHT_27_hp_nmr_A/2AHT_27_hp_nmr_A_ss_prob.npz,ccec8c5df0039d7680fc1757a2b4168030a239ebfa6bf74271084470f488717a,ccec8c5df0039d7680fc1757a2b4168030a239ebfa6bf74271084470f488717a,true,pair_scores/legacy121_v1__2aht_27_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,1574d6a8b153b3f650a7bce579f072ab2639594a91e11555ea021b1c1a494293,2194,27x27,float32,27,1.0299993391527096e-06,1.7311358533333987e-06,0.0,9.736099855217617e-07,0.999982476234436,0,0.0,0.0,0.999982476234436,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2es5_23_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2ES5_23_hp_nmr_A,rnafold,valid,23,10,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2es5_23_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2ES5_23_hp_nmr_A,petfold,valid,23,10,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2es5_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2ES5_23_hp_nmr_A,trrosettarna2_native_ss,valid,23,10,10,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2ES5_23_hp_nmr_A/2ES5_23_hp_nmr_A_ss_prob.npz,c5461803395ed53a8a885324bd49f882bd9116cfb0a0e9f54444022b28e3d0ed,c5461803395ed53a8a885324bd49f882bd9116cfb0a0e9f54444022b28e3d0ed,true,pair_scores/legacy121_v1__2es5_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,7692c8cccd82eefb8ba2980c0a46ba762e3de41d90b6744a45964a6d5b28a8ea,1643,23x23,float32,23,9.94637048279401e-07,9.813720680540428e-06,0.0,9.7337056104152e-07,0.9999841451644897,0,0.0,0.0,0.9999841451644897,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2euy_34_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2EUY_34_hp_nmr_A,rnafold,valid,34,11,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2euy_34_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2EUY_34_hp_nmr_A,petfold,valid,34,11,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2euy_34_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2EUY_34_hp_nmr_A,trrosettarna2_native_ss,valid,34,11,14,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2EUY_34_hp_nmr_A/2EUY_34_hp_nmr_A_ss_prob.npz,bf62fed0caa50858ee844d2241d6cf33ff430fd6d3f9574237d968ef37cdb971,bf62fed0caa50858ee844d2241d6cf33ff430fd6d3f9574237d968ef37cdb971,true,pair_scores/legacy121_v1__2euy_34_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,ed7cec55da6296d6591cae589676807000f7b46540aec631900801784fc7397d,3391,34x34,float32,34,1.0138572861251305e-06,5.043235887569608e-06,0.0,9.873765520751476e-07,0.9999827146530151,0,0.0,0.0,0.9999827146530151,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2fdt_35_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2FDT_35_hp_nmr_A,rnafold,valid,36,14,14,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2fdt_35_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2FDT_35_hp_nmr_A,petfold,valid,36,14,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2fdt_35_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2FDT_35_hp_nmr_A,trrosettarna2_native_ss,valid,36,14,15,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2FDT_35_hp_nmr_A/2FDT_35_hp_nmr_A_ss_prob.npz,5209c4e62209521d71bfa823affb79848aa5af6ff9d56540c7fffac325700b63,5209c4e62209521d71bfa823affb79848aa5af6ff9d56540c7fffac325700b63,true,pair_scores/legacy121_v1__2fdt_35_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,d70da98f54ce03379827881dc4fc92c64349f49bbc4023276cdda7ffb3657167,3756,36x36,float32,36,9.822525726121967e-07,3.1155457236309303e-06,0.0,9.731934369483497e-07,0.9999827146530151,0,0.0,0.0,0.9999827146530151,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2gio_29_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2GIO_29_hp_nmr_A,rnafold,valid,29,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2gio_29_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2GIO_29_hp_nmr_A,petfold,valid,29,9,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2gio_29_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2GIO_29_hp_nmr_A,trrosettarna2_native_ss,valid,29,9,13,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2GIO_29_hp_nmr_A/2GIO_29_hp_nmr_A_ss_prob.npz,bd3ba4f6a61bb71b76898ae3dc22ff710757d3b24b7b07c143e91ca5149e035a,bd3ba4f6a61bb71b76898ae3dc22ff710757d3b24b7b07c143e91ca5149e035a,true,pair_scores/legacy121_v1__2gio_29_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,a3d68590825af2182b9b51edaa5e4efcc561f641a2d3cc6c01610d227aa7d0d8,2483,29x29,float32,29,1.0216720056632767e-06,2.686470452317735e-06,0.0,9.581602853359072e-07,0.9999822378158569,0,0.0,0.0,0.9999822378158569,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2gv3_22_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2GV3_22_hp_nmr_A,rnafold,valid,22,8,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2gv3_22_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2GV3_22_hp_nmr_A,petfold,valid,22,8,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2gv3_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2GV3_22_hp_nmr_A,trrosettarna2_native_ss,valid,22,8,8,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2GV3_22_hp_nmr_A/2GV3_22_hp_nmr_A_ss_prob.npz,f761348ae5732f9b78d004fc742a96c2568e869fe12feab231aa450e0fc90bc8,f761348ae5732f9b78d004fc742a96c2568e869fe12feab231aa450e0fc90bc8,true,pair_scores/legacy121_v1__2gv3_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,23a09279d567fbdf5589fdfc14aad606bc0e1daeff98e10b6ce009b23926ea13,1523,22x22,float32,22,1.0295074162058881e-06,2.496222805348225e-06,0.0,9.622643801776576e-07,0.9999816417694092,0,0.0,0.0,0.9999816417694092,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2hua_40_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2HUA_40_hpbulge_nmr_A,rnafold,valid,40,12,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2hua_40_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2HUA_40_hpbulge_nmr_A,petfold,valid,40,12,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2hua_40_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2HUA_40_hpbulge_nmr_A,trrosettarna2_native_ss,valid,40,12,15,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2HUA_40_hpbulge_nmr_A/2HUA_40_hpbulge_nmr_A_ss_prob.npz,2151ef006103795deb271ee1c1e294b1bf4397e08dd932acbc67488619270c47,2151ef006103795deb271ee1c1e294b1bf4397e08dd932acbc67488619270c47,true,pair_scores/legacy121_v1__2hua_40_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,1c99c7748a1e5a335fda34dfbda361962f2915bca4296deccda2df8bca1ef48f,4621,40x40,float32,40,1.0033718353952281e-06,1.2401686035445891e-05,0.0,9.624421863918542e-07,0.9999825358390808,0,0.0,0.0,0.9999825358390808,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2jtp_34_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2JTP_34_hp_nmr_A,rnafold,valid,34,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2jtp_34_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2JTP_34_hp_nmr_A,petfold,valid,34,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2jtp_34_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2JTP_34_hp_nmr_A,trrosettarna2_native_ss,valid,34,13,14,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2JTP_34_hp_nmr_A/2JTP_34_hp_nmr_A_ss_prob.npz,0b52b66990d9f9540947fba48d56abff764c8ab3747a09c36f977194ae5dc12a,0b52b66990d9f9540947fba48d56abff764c8ab3747a09c36f977194ae5dc12a,true,pair_scores/legacy121_v1__2jtp_34_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,89f1565dfd0ea85dfd00fe3a882eb430bd139c8f927818280a192c303e01825b,3339,34x34,float32,34,9.970782457457972e-07,1.7422920564058586e-06,0.0,9.676240324552055e-07,0.9999821186065674,0,0.0,0.0,0.9999821186065674,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2k5z_29_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2K5Z_29_hp_nmr_A,rnafold,valid,29,11,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2k5z_29_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2K5Z_29_hp_nmr_A,petfold,valid,29,11,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2k5z_29_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2K5Z_29_hp_nmr_A,trrosettarna2_native_ss,valid,29,11,13,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2K5Z_29_hp_nmr_A/2K5Z_29_hp_nmr_A_ss_prob.npz,407608cfe8bf8618555bed4a6f16d4554ccd547aa493b306317a9833e66b1169,407608cfe8bf8618555bed4a6f16d4554ccd547aa493b306317a9833e66b1169,true,pair_scores/legacy121_v1__2k5z_29_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,5cf45492ad0c23b2129229b393cfe12a0ae2ba8e4a5012e4e14762b3075a7efb,2486,29x29,float32,29,1.0343883332097903e-06,5.539557150768815e-06,0.0,9.673849490354769e-07,0.9999812841415405,0,0.0,0.0,0.9999812841415405,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2k95_48_pseudoknot_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2K95_48_pseudoknot_nmr_A,rnafold,valid,48,15,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2k95_48_pseudoknot_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2K95_48_pseudoknot_nmr_A,petfold,valid,48,15,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2k95_48_pseudoknot_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2K95_48_pseudoknot_nmr_A,trrosettarna2_native_ss,valid,48,15,16,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2K95_48_pseudoknot_nmr_A/2K95_48_pseudoknot_nmr_A_ss_prob.npz,08bd15596ed9c98d213d136f662d1703c40fe79a7525645fc9a03cd569a394f6,08bd15596ed9c98d213d136f662d1703c40fe79a7525645fc9a03cd569a394f6,true,pair_scores/legacy121_v1__2k95_48_pseudoknot_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,c473fd3285b73a1eb997cf4a5a4f02ded20890fd177914437bda8778bbdac9d4,6660,48x48,float32,48,1.0089290753967362e-06,1.6332762697857106e-06,0.0,9.677405614638701e-07,0.9999780654907227,0,0.0,0.0,0.9999780654907227,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2kd8_22_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2KD8_22_hp_nmr_A,rnafold,valid,22,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2kd8_22_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2KD8_22_hp_nmr_A,petfold,valid,22,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2kd8_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2KD8_22_hp_nmr_A,trrosettarna2_native_ss,valid,22,9,9,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KD8_22_hp_nmr_A/2KD8_22_hp_nmr_A_ss_prob.npz,66b0b628dc2bb862c9c868aadb9ad540199205efcbe5d8de6bf7c4b01b55d92e,66b0b628dc2bb862c9c868aadb9ad540199205efcbe5d8de6bf7c4b01b55d92e,true,pair_scores/legacy121_v1__2kd8_22_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,0e53c318840a95151f0b565a4ab77506c0de344ec0d772e2e20d67203642d1b6,1527,22x22,float32,22,1.0106681429533637e-06,1.5681850982218748e-06,0.0,9.629006854083855e-07,0.9999825358390808,0,0.0,0.0,0.9999825358390808,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2ke6_49_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2KE6_49_hp_nmr_A,rnafold,valid,48,18,19,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2ke6_49_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2KE6_49_hp_nmr_A,petfold,valid,48,18,19,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2ke6_49_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2KE6_49_hp_nmr_A,trrosettarna2_native_ss,valid,48,18,19,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KE6_49_hp_nmr_A/2KE6_49_hp_nmr_A_ss_prob.npz,9ad87c8e39440bc9c9ee2a118f048c374790cc7bafa13fec19c13b1f85b4aba7,9ad87c8e39440bc9c9ee2a118f048c374790cc7bafa13fec19c13b1f85b4aba7,true,pair_scores/legacy121_v1__2ke6_49_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,0ee21cec9ad786b1c252a8d779f3c3065e027935fc8a15f08c782fb8db701307,6617,48x48,float32,48,9.945899819285842e-07,1.1111139428976458e-05,0.0,9.642051281844033e-07,0.9999791979789734,0,0.0,0.0,0.9999791979789734,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2khy_38_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2KHY_38_hpbulge_nmr_A,rnafold,valid,38,9,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2khy_38_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2KHY_38_hpbulge_nmr_A,petfold,valid,38,9,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
