manifest_id,rna_id,sequence_length,evidence_channel,density_percent,evidence_seed,noise_level_percent,eligible_universe_size,selected_item_count,minimum_one_applied,source_gt_sha256,manifest_payload_sha256
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,20,103,0,6,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,7f0f6c655f95aa77c6f653eaad5936382de674133db0b212c4eb65b98b31b2ce
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,20,107,0,6,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,e1b5d9f4fd680faee3e47e29314cc3d55872005a4773f5f1d15c685794004e35
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,20,109,0,6,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,fe34f607b1c53c82762e66d55046ed123888d31b0bae3fdc43622ae80d6dcc6f
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,20,113,0,6,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,83d2c2635970c591268a238e314124c1a69760805d0c59dcd4f3525d4504929d
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,50,101,0,6,3,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,c0bff02cae0427be1976e2082e48eaad7cd2019443f6c3f0e4cb459b3ac8d6f8
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,50,103,0,6,3,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,1b31cae3e7c6e9d03c805e721314f4a90432904fa9ed7d3745ec3ab9e79359a7
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,50,107,0,6,3,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,6d139a0f0192f4beead510ea433d2fc00ad8b368c890b7f57a689a55d456b566
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,50,109,0,6,3,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,3b8c3f489c6e0c6f379750169c2fd30518687320c75e51aba00b926892a15442
simulated_evidence_v1__1UUU_19_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,1UUU_19_hp_nmr_A,19,POSITIVE_PAIR_EVIDENCE,50,113,0,6,3,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,e58bce72804f8fa07f6bf47e52e2a861183eb08813c97a3a14726321aaaeadb5
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,7,0,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,19ada2f859b9c78fc1c01fb687c602d0221f592ed1180fb8021674f5ec241f4a
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,7,0,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,4669dbb1ffeb488680e0a0f6968a9b61603f7baaed5297fa36114bbcf2d4a81f
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,7,0,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,942d1d9ef4c640afb4fff5c7d24a098771ebfae35e0271b1b10d9849a96c0f45
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,7,0,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,8bdc7ec2776b37aa851fa8de4c1befc26906df37edf489a1e4758031664ef576
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_113__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,0,7,0,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,3f5a6447d16bcd52932ca5c8a02e6bdda36e9082c3856a64bd1ce05bae7b945e
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_101__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,3d4fd0c6bf6ee253a4f8b02e547059b94363185be7b73466463b029b3d336f74
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_103__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,f6e416a20e4dc8fb5ef97e2b78aacf455db48e12dec987aaf681b9b8464d17dc
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,8b28dfb77ab255935326501ac3101936d09188280f8ae7e334f179a6909ec48f
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,e94acb58d5bf04be2dd7571be57c04d4133625fb6398175fe1fe935e68a43cff
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,ae82f40f4d02be83838adedd57b177f9f87e99cc6a6b54ff6af28682ba3c848c
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,91a0d2e9c79931d9f00193eefe008fc59ee9da9740a616773876a7f9b10cc2ca
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,948a06f2ce137d5e65c9e039ff1e6e267268957ee3451777d6c4fe38400c20f1
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,e5a77a36f912c2ecb3001c30fe963939be4065d0cfc802ffefeb8471355ad744
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,9df2b03de21c96f0df26c21117b994fb6a675de62935fe146271369867f9b14c
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,0,7,1,1,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,facfc30a8fe1a9b7fe9990b9c2b5cf4644894dbb34576903902179214d33bab6
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,367ebf9a6efa5048e3d89da2ba51403f33386b3cdcd7d54cdfbfa2057823ced5
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,52c56ac6ace89accea3043a6ee0e021a2927f89fab1e28dfcd1993f2333eaf88
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,32a3db5a0dfec68b989fd8c53e90b25369c416a8f358515c0c9ffcfcbba314f6
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,988a0511cc302ad6c1c75f2f9e25ae3321241e860edac628f5713b89bccdeda6
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,132121e0736b9adc66357fa6ee6e0555ee452dccd1d7f08a892efa7d4003674f
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,1c6d35bd9d8f5778fa1c7475012ef5c4e352dcfaa0e4321ad7c9cd79da73678c
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,15f2ac1185a692fdd690fe37d00516e1d96788e8d894e89dea782358c23d61c5
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,dfaf1333d58e338d09ed07b5f24c0c1845cbba1205a5e44787a7e1b033a85298
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,ce7d4133064bf71a4d92e644c4345da5835a636c7ed32fa657179174ccf1446a
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,0,7,1,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,c0b10cc920b6ab98975d921588635364e1fbd0f642f61f82ff401a4796a436f4
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,0,7,4,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,4e4d856f8df9003c0b7912e13651a4b4020ab44457090f806e099083188d9718
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,0,7,4,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,c345e9c397dde9d05985370b416af06adba4b7fc3a6163fe8d81627ae572ee02
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,0,7,4,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,c77d7fff30b8a7604d811af6027098a77a15af5b929a62b8e3c2160e2d324f64
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,0,7,4,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,4a40d4a0e01fe745f9a7c9a6ce5a8b8042c99bcd50dd0ae60429a49122329d4d
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,1UUU_19_hp_nmr_A,19,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,0,7,4,0,c6af95ec3676fff89308fbc158810913c54be09e822d99aa125f407e717ad489,d50ebee41235acaf9ac0a1f3ee387737292052c419744f7f11bfcec043cda416
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,0,101,0,5,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,4423413fefff283b609c54550ece23bb105682e6d8a8d3832576427cd4363737
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,0,103,0,5,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,e3a773d0fd9a417993dec32a1ea518fc606949ebbab832ec88a770572116dbd7
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,0,107,0,5,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,f02013a06aff3be7b25ace40a84a7d4333a2d319dcf782a43b19f70bfa7b9ca5
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,0,109,0,5,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,05531b096271edf17c944a6ecd5adeee1c0e1a87b52352f430cf3b12ea864ce1
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,0,113,0,5,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,01bbf711fcf471458a2b2e082f926c3461b1e7417af5ef9d119986a1cbc6751d
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,1,101,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,473d0d4420433363e2541c84300b0fbd1c5ea216317ba61d5235ff049736b3a7
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,1,103,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,46747db970600de87b17ed2b5bf138f5712adf4967494f05157d6e0cf5dca3c7
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,1,107,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,aed72850f23db0a6bfb53f68173cc705d9132a3023c89d50bd3b073c9b77a4e6
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,1,109,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,1a1839c6d923f11f49d46347ab3f3151e1980488ac393372575434e03ecd3d4c
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,1,113,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,8a651bd9694d4eb06584b13d5d4b6a2bbc9786f84f8edc4a1f3565509fe1a938
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,5,101,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,938730821eaefc59e060ceba87b41759f3ee8d42816c4bc4b1fd463dfcd6a511
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,5,103,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,9e117625085829d6240737ea6cdba48dfa24c2421cd3c8dbd5f011d8b7ff0305
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,5,107,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,193c09aefe4db2ab25bf2d1f4edbc5dcefa28cb8e04da6f09a59c9a44edc7a07
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,5,109,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,ef8442e2f11e2aad38d6cc953ea4b37fb54c9bbba12be3e1753d5f7961938146
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,5,113,0,5,1,1,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,ea5d562723bd2a6019c310913341f1fde42ce5c947828cd536030c0a3f937ecc
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,10,101,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,61a43e0b2076a54cec4b6e457f862c795072a23fc021b1d40b01994fc1c9d1e0
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,10,103,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,ec6d84a4b81a5346619856cafa07971978ffedcd32656e825be5144c83b50db8
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,10,107,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,ec05af747857fc6ad9feae70e3e679faf955c87ba27ff73d34bf20fc0269607f
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,10,109,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,6987ddb002030d1e190611232743371c9c0011b1dbf7ac2d8f73a420f5507b90
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,10,113,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,418826b27c987f8222150ad95a057494127fc8bde0ce4b29d23683127eb81dcf
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,20,101,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,a9f678c1a3737a4176b3eb9e0c217b4030aeabea126dbfcb6a5ce8e3cef53f54
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,20,103,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,fb8b43b3cd729ac96a46a79158f3351b395f04fe84af25ce32cc89cb515ba834
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,20,107,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,b2e2e48c26d181748204e0904ae36eef4e3648f85f36134f679f44317a58c665
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,20,109,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,594cbe370982fc6d84bcc6b7ac91d48c8f2b6bed498cd7a3725d009585e585c1
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,20,113,0,5,1,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,48f953550af10490f9a06a644eb63e1a8dd80ab04fed285327bbe12a8a825818
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,50,101,0,5,3,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,f82d16f7f23b099ebd5e345269379216615b49267edb1c2535bcf180c4b23ea3
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,50,103,0,5,3,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,2d0f0b3ecd0e20b036aa65f3b67cc2390d0506fb5ef67f9150f9cda3f1e775a3
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,50,107,0,5,3,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,60709c70914c88f7c3c4d2b43cb2e17f4605ef79ea62933e68661552d8f42c66
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,50,109,0,5,3,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,5d71374e176ebde7dd8c9524f06a68136f36b0506bc022b5850a4baf435e3527
simulated_evidence_v1__1XWU_16_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,1XWU_16_hp_nmr_A,16,POSITIVE_PAIR_EVIDENCE,50,113,0,5,3,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,ef9ef70217bb03e22718bda4115c3e5c619b834a33cb7c6e84048f50df7b4a74
simulated_evidence_v1__1XWU_16_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,1XWU_16_hp_nmr_A,16,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,6,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,a8791c162d450e4f11c446d0c99a878bf350283817e0871db36435fce4fb7742
simulated_evidence_v1__1XWU_16_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,1XWU_16_hp_nmr_A,16,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,6,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,593f144a0e1030e67c059851e9d6d12ca3ff152a5d1e3bf023d84a05d418fdb5
simulated_evidence_v1__1XWU_16_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,1XWU_16_hp_nmr_A,16,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,6,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,e1b5c3d3f1763baaab9e9e96eada449430e2256eddb13cb5b2bce1ed5110c1f4
simulated_evidence_v1__1XWU_16_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,1XWU_16_hp_nmr_A,16,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,6,0,0,c6cfb130e3bc29b782f7bb65a6e78532ddc3613db8819759e527d144cd256059,64e0204029c979a6bfdad50495230f3fbda54c78f7630ffad177ed68eaf036d7
