manifest_id,rna_id,channel,density_percent,evidence_seed,evidence_item_count,eligibility_status,status,status_detail,return_code,stderr
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_20__seed_103__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,103,9,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_20__seed_107__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,107,9,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_20__seed_109__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,109,9,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_20__seed_113__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,113,9,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_50__seed_101__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,101,22,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_50__seed_103__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,103,22,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_50__seed_107__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,107,22,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_50__seed_109__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,109,22,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__6UES_119_4wjpseudoknot_cryoEM_A__positive_pair_evidence__density_50__seed_113__noise_00,6UES_119_4wjpseudoknot_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,113,22,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__7LYG_142_4wj_xray_A__positive_pair_evidence__density_50__seed_101__noise_00,7LYG_142_4wj_xray_A,POSITIVE_PAIR_EVIDENCE,50,101,23,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__7LYG_142_4wj_xray_A__positive_pair_evidence__density_50__seed_107__noise_00,7LYG_142_4wj_xray_A,POSITIVE_PAIR_EVIDENCE,50,107,23,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,10,101,1,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,10,109,1,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,20,101,2,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,20,107,2,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,50,101,4,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,50,107,4,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,50,109,4,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__8JHP_27_hpbulge_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,8JHP_27_hpbulge_nmr_A,POSITIVE_PAIR_EVIDENCE,50,113,4,R2_ELIGIBLE,CONSTRAINT_SATISFACTION_FAIL,"missing_forced_pairs=[(11, 14)]; paired_forced_unpaired=[]",0,"WARNING: vrna_hc_add_from_db: Pairing partners (12, 15) violate minimum loop size settings of 3nt, omitting constraint
"
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,101,12,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,103,12,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,107,12,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,109,12,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,20,113,12,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,101,30,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,103,30,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,107,30,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,109,30,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,POSITIVE_PAIR_EVIDENCE,50,113,30,R2_INELIGIBLE_CROSSING_EVIDENCE,R2_INELIGIBLE_CROSSING_EVIDENCE,delivered exact pair set contains crossing relation,,
