manifest_id,rna_id,source_model,channel,density_percent,evidence_seed,evidence_item_count,sequence_length,preserved_tp,lost_tp,removed_fp,preserved_original_fp,new_tp,new_fp,unchanged_pairs,deleted_pairs,added_pairs,beneficial_changes,harmful_changes,modified_pair_count,original_tp,original_fp,tp_preservation,fp_removal,modification_precision
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,3,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,3,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,3,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,3,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,3,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,3,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,6,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,6,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,6,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,6,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,6,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,6,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,15,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,15,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,15,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,15,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,1S9S_101_3wj_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,1S9S_101_3wj_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,15,101,36,0,0,0,0,0,36,0,0,0,0,0,36,0,1.0,,
simulated_evidence_v1__1S9S_101_3wj_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,15,101,36,0,5,0,0,0,36,5,0,5,0,5,36,5,1.0,1.0,1.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,0,101,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,0,101,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,101,0,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,0,103,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,0,103,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,103,0,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,0,107,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,0,107,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,107,0,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,0,109,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,0,109,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,109,0,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,0,113,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,0,113,0,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,113,0,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,101,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,101,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,101,1,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,103,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,103,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,103,1,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,107,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,107,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,107,1,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,109,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,109,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,109,1,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,113,1,34,6,0,2,2,1,0,8,2,1,3,0,3,6,4,1.0,0.5,1.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,113,1,34,6,0,2,2,1,0,8,2,1,3,0,3,6,4,1.0,0.5,1.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,113,1,34,6,0,2,1,1,1,7,2,2,3,1,4,6,3,1.0,0.6666666666666666,0.75
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,5,101,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,5,101,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,101,1,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,1T28_34_hpbulge_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,5,103,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,1T28_34_hpbulge_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,5,103,1,34,6,0,0,4,0,0,10,0,0,0,0,0,6,4,1.0,0.0,
simulated_evidence_v1__1T28_34_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,103,1,34,6,0,0,3,0,1,9,0,1,0,1,1,6,3,1.0,0.0,0.0
