manifest_id,rna_id,source_model,channel,density_percent,evidence_seed,evidence_item_count,sequence_length,method,tp,fp,fn,precision,recall,f1,original_tp,original_fp,original_fn,preserved_tp,lost_tp,removed_fp,preserved_original_fp,new_tp,new_fp,unchanged_pairs,deleted_pairs,added_pairs,beneficial_changes,harmful_changes,modified_pair_count,tp_preservation,fp_removal,modification_precision,fp_removed_per_evidence_item,delta_f1_vs_b0,delta_f1_per_evidence_item
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,19,B0_ORIGINAL,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,19,B1_LOCAL_HARD,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,2,1,5,0,1,1,0,0,6,1,0,1,0,1,1.0,0.5,1.0,1.0,0.0641025641025641,0.0641025641025641
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,5,2,1,5,0,1,1,1,0,6,1,1,2,0,2,1.0,0.5,1.0,1.0,0.15384615384615385,0.15384615384615385
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B1_LOCAL_HARD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B1_LOCAL_HARD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B0_ORIGINAL,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B1_LOCAL_HARD,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,5,2,1,5,0,1,1,1,1,6,1,2,2,1,3,1.0,0.5,0.6666666666666666,1.0,0.08791208791208782,0.08791208791208782
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B0_ORIGINAL,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B1_LOCAL_HARD,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,2,1,5,0,1,1,0,0,6,1,0,1,0,1,1.0,0.5,1.0,1.0,0.0641025641025641,0.0641025641025641
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,5,2,1,5,0,2,0,1,1,5,2,2,3,1,4,1.0,1.0,0.75,2.0,0.15384615384615385,0.15384615384615385
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B1_LOCAL_HARD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B1_LOCAL_HARD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B0_ORIGINAL,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B1_LOCAL_HARD,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,5,2,1,5,0,1,1,1,1,6,1,2,2,1,3,1.0,0.5,0.6666666666666666,1.0,0.08791208791208782,0.08791208791208782
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B0_ORIGINAL,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B1_LOCAL_HARD,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,2,1,5,0,1,1,0,0,6,1,0,1,0,1,1.0,0.5,1.0,1.0,0.0641025641025641,0.0641025641025641
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,5,2,1,5,0,2,0,1,1,5,2,2,3,1,4,1.0,1.0,0.75,2.0,0.15384615384615385,0.15384615384615385
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B1_LOCAL_HARD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B1_LOCAL_HARD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B0_ORIGINAL,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B1_LOCAL_HARD,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,19,B2_GLOBAL_REFOLD,6,2,0,0.75,1.0,0.8571428571428571,5,2,1,5,0,1,1,1,1,6,1,2,2,1,3,1.0,0.5,0.6666666666666666,1.0,0.08791208791208782,0.08791208791208782
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B0_ORIGINAL,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B1_LOCAL_HARD,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307693,5,2,1,5,0,0,2,0,0,7,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1UUU_19_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,5,2,1,5,0,1,1,1,0,6,1,1,2,0,2,1.0,0.5,1.0,1.0,0.15384615384615385,0.15384615384615385
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1UUU_19_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,19,B0_ORIGINAL,6,2,0,0.75,1.0,0.8571428571428571,6,2,0,6,0,0,2,0,0,8,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,19,B1_LOCAL_HARD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
simulated_evidence_v1__1UUU_19_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1UUU_19_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,19,B2_GLOBAL_REFOLD,6,1,0,0.8571428571428571,1.0,0.9230769230769231,6,2,0,6,0,1,1,0,0,7,1,0,1,0,1,1.0,0.5,1.0,1.0,0.06593406593406603,0.06593406593406603
