manifest_id,rna_id,source_model,channel,density_percent,evidence_seed,evidence_item_count,sequence_length,b0_tp,b0_fp,b0_fn,b0_precision,b0_recall,b0_f1,b1_tp,b1_fp,b1_fn,b1_precision,b1_recall,b1_f1,b2_tp,b2_fp,b2_fn,b2_precision,b2_recall,b2_f1,b1_delta_f1_vs_b0,b2_delta_f1_vs_b0,b2_delta_f1_vs_b1,b2_output_sha256
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,1,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,1,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,2,22,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,2,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,2,22,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,2,22,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,2,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,2,22,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,0.0,0.06666666666666665,0.06666666666666665,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,4,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,4,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1IKD_22_hp_nmr_A,trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,4,22,7,1,0,0.875,1.0,0.9333333333333333,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,1IKD_22_hp_nmr_A,rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,4,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
simulated_evidence_v1__1IKD_22_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,1IKD_22_hp_nmr_A,petfold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,4,22,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2bec68c9f9b61b5c74c63a00868cce10ca85c4d29c647b66214e8a6b6fe972e4
